member_name,member_start_date,member_end_date,political_party,administrative_region
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων
μειμαρακης ιωαννη ευαγγελος-βασιλειος,2015-09-20,2019-04-25,νεα δημοκρατια,β' αθηνων
μελα παυλου παναγιωτα-ευα,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,β' αθηνων
μελας ιωαννη παναγιωτης,1994-11-17,1996-08-24,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,1996-09-22,2000-03-14,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2000-04-09,2004-02-11,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2004-03-07,2007-08-18,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2007-09-16,2009-09-07,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως
μελας ιωαννη παναγιωτης,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),α' πειραιως
μελας ιωαννη παναγιωτης,2010-10-07,2012-02-11,νεα δημοκρατια,α' πειραιως
μελας ιωαννη παναγιωτης,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως
μελας ιωαννη παναγιωτης,2014-12-03,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,α' πειραιως
μελας ιωαννη παναγιωτης,2014-12-03,2014-12-02,ανεξαρτητοι δημοκρατικοι βουλευτες,α' πειραιως
μελας ιωαννη παναγιωτης,2014-12-01,2014-12-02,ανεξαρτητοι (εκτος κομματος),α' πειραιως
μελας ιωαννη παναγιωτης,2012-06-17,2014-11-30,ανεξαρτητοι ελληνες - πανος καμμενος,α' πειραιως
μελας παναγιωτη ιωαννης,2019-07-07,2023-04-22,νεα δημοκρατια,α' πειραιως
μερεντιτη δημητριου αθανασια (σουλα),2000-04-09,2000-09-20,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερεντιτη δημητριου αθανασια (σουλα),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερεντιτη δημητριου αθανασια (σουλα),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μερεντιτη δημητριου αθανασια (σουλα),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων
μεταξας δημητριου κωνσταντινος βασιλειος,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,μαγνησιας
μεταξας δημητριου κωνσταντινος βασιλειος,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,μαγνησιας
μεχμετ μουσταφα αχμετ,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ροδοπης
μηταρακης αντωνιου παναγιωτης (νοτης),2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων
μηταρακης αντωνιου παναγιωτης (νοτης),2012-06-17,2014-12-31,νεα δημοκρατια,α' αθηνων
μηταρακης αντωνιου παναγιωτης (νοτης),2015-01-25,2015-08-28,νεα δημοκρατια,χιου
μηταρακης αντωνιου παναγιωτης (νοτης),2015-09-20,2019-06-11,νεα δημοκρατια,χιου
μηταρακης αντωνιου παναγιωτης (νοτης),2019-07-07,2023-04-22,νεα δημοκρατια,χιου
μηταρακης αντωνιου παναγιωτης (νοτης),2023-05-21,2023-05-29,νεα δημοκρατια,χιου
μηταρακης αντωνιου παναγιωτης (νοτης),2023-06-25,2023-11-13,νεα δημοκρατια,χιου
μηταφιδης ανδρεα τριανταφυλλος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
μηταφιδης ανδρεα τριανταφυλλος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
μητροπουλος παναγιωτη αλεξιος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αττικης
μητροπουλος παναγιωτη αλεξιος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αττικης
μητροπουλος παναγιωτη αλεξιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αττικης
μητσοτακης κυριακου κωνσταντινος,1989-01-01,1989-06-02,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κυριακου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κυριακου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κυριακου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κυριακου κωνσταντινος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
μητσοτακης κυριακου κωνσταντινος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων
μητσοτακης κυριακου κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2015-09-20,2019-06-11,νεα δημοκρατια,β' αθηνων
μητσοτακης κωνσταντινου κυριακος,2019-07-07,2023-04-22,νεα δημοκρατια,β2' δυτικου τομεα αθηνων
μητσοτακης κωνσταντινου κυριακος,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης
μητσοτακης κωνσταντινου κυριακος,2023-06-25,2023-11-13,νεα δημοκρατια,α' θεσσαλονικης
μιχαηλιδης φραγκουλη ανδρεας,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,χιου
μιχαηλιδης φραγκουλη ανδρεας,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,χιου
μιχαηλιδης φραγκουλη ανδρεας,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,χιου
αντωνιου βασιλειου μαρια,2012-05-06,2012-05-19,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2012-06-17,2014-12-31,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2015-01-25,2015-08-28,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2015-09-20,2019-06-11,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2023-05-21,2023-05-29,νεα δημοκρατια,καστοριας
αντωνιου βασιλειου μαρια,2023-06-25,2023-11-13,νεα δημοκρατια,καστοριας
μιχαηλιδης γ. σταυρος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,χιου
μιχαηλιδης γ. σταυρος,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,χιου
μιχαηλιδου αριστειδη δομνα-μαρια,2023-05-21,2023-05-29,νεα δημοκρατια,α' πειραιως
μιχαηλιδου αριστειδη δομνα-μαρια,2023-06-25,2023-11-13,νεα δημοκρατια,α' πειραιως
μιχαλακης ηλια νικολαος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,καρδιτσας
μιχαλακης ηλια νικολαος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,καρδιτσας
μιχαλακης ηλια νικολαος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,καρδιτσας
μιχαλακης ηλια νικολαος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,καρδιτσας
μιχαλολιακος γεωργιου νικολαος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,α' αθηνων
μιχαλολιακος γεωργιου νικολαος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,α' αθηνων
μιχαλολιακος γεωργιου νικολαος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,α' αθηνων
μιχαλολιακος γεωργιου νικολαος,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,α' αθηνων
